date,region,latitude,longitude,temp_avg_c,temp_avg_f,hdd,cdd,hdd_7,cdd_7,hdd_14,cdd_14,hdd_30,cdd_30
2020-12-03,Alberta_Canada,53.5461,-113.4938,-1.88,28.616,36.384,0.0,36.384,0.0,36.384,0.0,36.384,0.0
2020-12-04,Alberta_Canada,53.5461,-113.4938,-0.59,30.938,34.062,0.0,35.223,0.0,35.223,0.0,35.223,0.0
2020-12-05,Alberta_Canada,53.5461,-113.4938,-3.14,26.348,38.652,0.0,36.366,0.0,36.366,0.0,36.366,0.0
2020-12-06,Alberta_Canada,53.5461,-113.4938,-0.6,30.92,34.08,0.0,35.7945,0.0,35.7945,0.0,35.7945,0.0
2020-12-07,Alberta_Canada,53.5461,-113.4938,2.39,36.302,28.698,0.0,34.3752,0.0,34.3752,0.0,34.3752,0.0
2020-12-08,Alberta_Canada,53.5461,-113.4938,0.37,32.666,32.334,0.0,34.035000000000004,0.0,34.035000000000004,0.0,34.035000000000004,0.0
2020-12-09,Alberta_Canada,53.5461,-113.4938,-3.12,26.384,38.616,0.0,34.68942857142857,0.0,34.68942857142857,0.0,34.68942857142857,0.0
2020-12-10,Alberta_Canada,53.5461,-113.4938,-7.19,19.058,45.942,0.0,36.054857142857145,0.0,36.096000000000004,0.0,36.096000000000004,0.0
2020-12-11,Alberta_Canada,53.5461,-113.4938,-9.21,15.421999999999997,49.578,0.0,38.271428571428565,0.0,37.594,0.0,37.594,0.0
2020-12-12,Alberta_Canada,53.5461,-113.4938,-12.25,9.95,55.05,0.0,40.614,0.0,39.339600000000004,0.0,39.339600000000004,0.0
2020-12-13,Alberta_Canada,53.5461,-113.4938,-18.32,-0.9759999999999991,65.976,0.0,45.17057142857143,0.0,41.76109090909091,0.0,41.76109090909091,0.0
2020-12-14,Alberta_Canada,53.5461,-113.4938,-14.71,5.5219999999999985,59.478,0.0,49.567714285714295,0.0,43.237500000000004,0.0,43.237500000000004,0.0
2020-12-15,Alberta_Canada,53.5461,-113.4938,-9.15,15.529999999999998,49.47,0.0,52.01571428571429,0.0,43.71692307692308,0.0,43.71692307692308,0.0
2020-12-16,Alberta_Canada,53.5461,-113.4938,-4.04,24.728,40.272,0.0,52.25228571428571,0.0,43.47085714285714,0.0,43.47085714285714,0.0
2020-12-17,Alberta_Canada,53.5461,-113.4938,-8.24,17.168,47.832,0.0,52.52228571428571,0.0,44.28857142857142,0.0,43.7616,0.0
2020-12-18,Alberta_Canada,53.5461,-113.4938,-7.23,18.985999999999997,46.014,0.0,52.01314285714285,0.0,45.14228571428571,0.0,43.902375,0.0
2020-12-19,Alberta_Canada,53.5461,-113.4938,-0.44,31.208,33.792,0.0,48.976285714285716,0.0,44.795142857142864,0.0,43.307647058823534,0.0
2020-12-20,Alberta_Canada,53.5461,-113.4938,-0.59,30.938,34.062,0.0,44.41714285714285,0.0,44.79385714285714,0.0,42.794000000000004,0.0
2020-12-21,Alberta_Canada,53.5461,-113.4938,-3.34,25.988,39.012,0.0,41.49342857142857,0.0,45.53057142857143,0.0,42.59494736842105,0.0
